game_id,year_id,comp_id,phase_id,part_id,team_id,opp_team_id,opp_comp_id,opp_phase_id,team_game_num_season,home_away_neutral,win,loss,tie,pts,opp_pts,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_ft,opp_fta,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,last_modified
201412020SAC,2015,NBA,REG,NULL,SAC,TOR,NBA,REG,18,h,0,1,0,109,117,240,39,75,3,10,28,37,13,34,28,5,3,15,23,44,88,10,23,19,21,13,35,22,8,3,13,29,"2022-08-03 08:56:59"
201412020SAC,2015,NBA,REG,NULL,TOR,SAC,NBA,REG,18,a,1,0,0,117,109,240,44,88,10,23,19,21,13,35,22,8,3,13,29,39,75,3,10,28,37,13,34,28,5,3,15,23,"2022-08-03 08:56:59"
201412030BOS,2015,NBA,REG,NULL,BOS,DET,NBA,REG,16,h,1,0,0,109,102,265,37,93,13,30,22,27,8,49,28,8,6,12,21,37,102,8,27,20,29,16,55,20,7,7,11,23,"2022-08-03 08:56:59"
201412030BOS,2015,NBA,REG,NULL,DET,BOS,NBA,REG,19,a,0,1,0,102,109,265,37,102,8,27,20,29,16,55,20,7,7,11,23,37,93,13,30,22,27,8,49,28,8,6,12,21,"2022-08-03 08:56:59"
201412030BRK,2015,NBA,REG,NULL,NJN,SAS,NBA,REG,17,h,1,0,0,95,93,265,37,90,9,19,12,18,9,54,20,2,2,10,10,36,101,12,32,9,12,18,58,23,5,6,8,19,"2022-08-03 08:56:59"
201412030BRK,2015,NBA,REG,NULL,SAS,NJN,NBA,REG,18,a,0,1,0,93,95,265,36,101,12,32,9,12,18,58,23,5,6,8,19,37,90,9,19,12,18,9,54,20,2,2,10,10,"2022-08-03 08:56:59"
201412030CHO,2015,NBA,REG,NULL,CHA,CHI,NBA,REG,19,h,0,1,0,95,102,240,36,90,2,15,21,23,7,42,17,5,3,5,21,37,80,12,28,16,21,4,49,27,4,1,11,18,"2022-08-03 08:56:59"
201412030CHO,2015,NBA,REG,NULL,CHI,CHA,NBA,REG,19,a,1,0,0,102,95,240,37,80,12,28,16,21,4,49,27,4,1,11,18,36,90,2,15,21,23,7,42,17,5,3,5,21,"2022-08-03 08:56:59"
201412030HOU,2015,NBA,REG,NULL,HOU,MEM,NBA,REG,18,h,1,0,0,105,96,240,41,93,10,28,13,20,23,52,22,14,8,19,26,39,76,2,13,16,27,10,39,26,9,7,20,15,"2022-08-03 08:56:59"
201412030HOU,2015,NBA,REG,NULL,MEM,HOU,NBA,REG,18,a,0,1,0,96,105,240,39,76,2,13,16,27,10,39,26,9,7,20,15,41,93,10,28,13,20,23,52,22,14,8,19,26,"2022-08-03 08:56:59"
201412030LAC,2015,NBA,REG,NULL,LAC,ORL,NBA,REG,18,h,1,0,0,114,86,240,42,78,12,31,18,25,6,44,32,11,6,17,17,33,79,7,20,13,25,6,34,21,11,2,16,24,"2022-08-03 08:56:59"
201412030LAC,2015,NBA,REG,NULL,ORL,LAC,NBA,REG,21,a,0,1,0,86,114,240,33,79,7,20,13,25,6,34,21,11,2,16,24,42,78,12,31,18,25,6,44,32,11,6,17,17,"2022-08-03 08:56:59"
201412030MIA,2015,NBA,REG,NULL,ATL,MIA,NBA,REG,17,a,1,0,0,112,102,240,40,74,12,25,20,23,5,30,25,9,1,16,24,36,64,6,16,24,32,4,30,25,10,5,18,24,"2022-08-03 08:56:59"
201412030MIA,2015,NBA,REG,NULL,MIA,ATL,NBA,REG,18,h,0,1,0,102,112,240,36,64,6,16,24,32,4,30,25,10,5,18,24,40,74,12,25,20,23,5,30,25,9,1,16,24,"2022-08-03 08:56:59"
201412030MIL,2015,NBA,REG,NULL,DAL,MIL,NBA,REG,20,a,1,0,0,107,105,240,42,92,8,27,15,22,17,46,20,8,6,16,23,38,73,7,11,22,32,8,39,24,11,2,18,24,"2022-08-03 08:56:59"
201412030MIL,2015,NBA,REG,NULL,MIL,DAL,NBA,REG,20,h,0,1,0,105,107,240,38,73,7,11,22,32,8,39,24,11,2,18,24,42,92,8,27,15,22,17,46,20,8,6,16,23,"2022-08-03 08:56:59"
201412030MIN,2015,NBA,REG,NULL,MIN,PHI,NBA,REG,17,h,0,1,0,77,85,240,30,84,3,17,14,17,11,50,17,8,5,18,21,32,82,5,24,16,25,13,49,15,12,7,18,17,"2022-08-03 08:56:59"
201412030MIN,2015,NBA,REG,NULL,PHI,MIN,NBA,REG,18,a,1,0,0,85,77,240,32,82,5,24,16,25,13,49,15,12,7,18,17,30,84,3,17,14,17,11,50,17,8,5,18,21,"2022-08-03 08:56:59"
201412030UTA,2015,NBA,REG,NULL,TOR,UTA,NBA,REG,19,a,1,0,0,123,104,240,45,79,12,21,21,24,8,37,15,7,3,9,16,42,87,8,28,12,15,13,35,21,7,5,8,15,"2022-08-03 08:56:59"
201412030UTA,2015,NBA,REG,NULL,UTA,TOR,NBA,REG,19,h,0,1,0,104,123,240,42,87,8,28,12,15,13,35,21,7,5,8,15,45,79,12,21,21,24,8,37,15,7,3,9,16,"2022-08-03 08:56:59"
201412030WAS,2015,NBA,REG,NULL,LAL,WAS,NBA,REG,19,a,0,1,0,95,111,240,33,85,12,29,17,21,9,43,16,8,6,13,20,45,93,6,19,15,19,12,53,33,6,3,11,15,"2022-08-03 08:56:59"
201412030WAS,2015,NBA,REG,NULL,WAS,LAL,NBA,REG,17,h,1,0,0,111,95,240,45,93,6,19,15,19,12,53,33,6,3,11,15,33,85,12,29,17,21,9,43,16,8,6,13,20,"2022-08-03 08:56:59"
201412040GSW,2015,NBA,REG,NULL,GSW,NOH,NBA,REG,18,h,1,0,0,112,85,240,47,100,10,22,8,17,18,56,31,11,8,9,8,37,89,3,15,8,13,10,47,23,8,4,17,15,"2022-08-03 08:56:59"
201412040GSW,2015,NBA,REG,NULL,NOH,GSW,NBA,REG,17,a,0,1,0,85,112,240,37,89,3,15,8,13,10,47,23,8,4,17,15,47,100,10,22,8,17,18,56,31,11,8,9,8,"2022-08-03 08:56:59"
201412040NYK,2015,NBA,REG,NULL,CLE,NYK,NBA,REG,17,a,1,0,0,90,87,240,32,70,5,18,21,26,6,33,19,8,1,17,16,37,88,8,26,5,6,17,47,26,11,3,21,25,"2022-08-03 08:56:59"
201412040NYK,2015,NBA,REG,NULL,NYK,CLE,NBA,REG,20,h,0,1,0,87,90,240,37,88,8,26,5,6,17,47,26,11,3,21,25,32,70,5,18,21,26,6,33,19,8,1,17,16,"2022-08-03 08:56:59"
201412040POR,2015,NBA,REG,NULL,IND,POR,NBA,REG,19,a,0,1,0,82,88,240,36,91,5,18,5,8,11,51,19,5,5,17,19,33,83,4,21,18,23,5,48,20,9,5,12,16,"2022-08-03 08:56:59"
201412040POR,2015,NBA,REG,NULL,POR,IND,NBA,REG,19,h,1,0,0,88,82,240,33,83,4,21,18,23,5,48,20,9,5,12,16,36,91,5,18,5,8,11,51,19,5,5,17,19,"2022-08-03 08:56:59"
201412050BOS,2015,NBA,REG,NULL,BOS,LAL,NBA,REG,17,h,1,0,0,113,96,240,46,90,8,20,13,22,10,54,29,6,2,16,19,38,92,6,16,14,19,7,38,14,2,4,12,18,"2022-08-03 08:56:59"
201412050BOS,2015,NBA,REG,NULL,LAL,BOS,NBA,REG,20,a,0,1,0,96,113,240,38,92,6,16,14,19,7,38,14,2,4,12,18,46,90,8,20,13,22,10,54,29,6,2,16,19,"2022-08-03 08:56:59"
201412050BRK,2015,NBA,REG,NULL,ATL,NJN,NBA,REG,18,a,1,0,0,98,75,240,35,81,13,34,15,24,6,46,22,12,4,10,22,30,80,3,18,12,19,9,51,16,4,2,17,21,"2022-08-03 08:56:59"
201412050BRK,2015,NBA,REG,NULL,NJN,ATL,NBA,REG,18,h,0,1,0,75,98,240,30,80,3,18,12,19,9,51,16,4,2,17,21,35,81,13,34,15,24,6,46,22,12,4,10,22,"2022-08-03 08:56:59"
201412050CHO,2015,NBA,REG,NULL,CHA,NYK,NBA,REG,20,h,1,0,0,103,102,240,42,88,4,18,15,18,10,41,19,2,7,7,20,37,79,10,22,18,22,4,34,23,5,4,6,21,"2022-08-03 08:56:59"
201412050CHO,2015,NBA,REG,NULL,NYK,CHA,NBA,REG,21,a,0,1,0,102,103,240,37,79,10,22,18,22,4,34,23,5,4,6,21,42,88,4,18,15,18,10,41,19,2,7,7,20,"2022-08-03 08:56:59"
201412050DAL,2015,NBA,REG,NULL,DAL,PHO,NBA,REG,21,h,0,1,0,106,118,240,40,88,4,19,22,30,16,44,13,5,1,11,16,45,80,13,26,15,17,7,41,27,5,3,13,25,"2022-08-03 08:56:59"
201412050DAL,2015,NBA,REG,NULL,PHO,DAL,NBA,REG,20,a,1,0,0,118,106,240,45,80,13,26,15,17,7,41,27,5,3,13,25,40,88,4,19,22,30,16,44,13,5,1,11,16,"2022-08-03 08:56:59"
201412050MEM,2015,NBA,REG,NULL,MEM,SAS,NBA,REG,19,h,0,1,0,101,107,240,37,80,5,12,22,26,7,37,19,4,7,10,19,40,84,14,25,13,16,12,44,25,5,8,14,22,"2022-08-03 08:56:59"
201412050MEM,2015,NBA,REG,NULL,SAS,MEM,NBA,REG,19,a,1,0,0,107,101,240,40,84,14,25,13,16,12,44,25,5,8,14,22,37,80,5,12,22,26,7,37,19,4,7,10,19,"2022-08-03 08:56:59"
201412050MIL,2015,NBA,REG,NULL,MIA,MIL,NBA,REG,19,a,0,1,0,85,109,240,30,68,7,18,18,27,3,20,21,16,3,18,22,39,69,9,16,22,26,12,45,21,11,3,24,26,"2022-08-03 08:56:59"
201412050MIL,2015,NBA,REG,NULL,MIL,MIA,NBA,REG,21,h,1,0,0,109,85,240,39,69,9,16,22,26,12,45,21,11,3,24,26,30,68,7,18,18,27,3,20,21,16,3,18,22,"2022-08-03 08:56:59"
201412050MIN,2015,NBA,REG,NULL,HOU,MIN,NBA,REG,19,a,1,0,0,114,112,265,38,78,12,32,26,31,7,42,19,3,3,22,28,45,97,3,10,19,27,14,43,23,12,5,14,26,"2022-08-03 08:56:59"
201412050MIN,2015,NBA,REG,NULL,MIN,HOU,NBA,REG,18,h,0,1,0,112,114,265,45,97,3,10,19,27,14,43,23,12,5,14,26,38,78,12,32,26,31,7,42,19,3,3,22,28,"2022-08-03 08:56:59"
201412050PHI,2015,NBA,REG,NULL,OKC,PHI,NBA,REG,19,a,1,0,0,103,91,240,35,71,9,23,24,31,6,40,27,7,8,16,24,32,84,8,28,19,30,19,44,25,13,2,17,24,"2022-08-03 08:56:59"
201412050PHI,2015,NBA,REG,NULL,PHI,OKC,NBA,REG,19,h,0,1,0,91,103,240,32,84,8,28,19,30,19,44,25,13,2,17,24,35,71,9,23,24,31,6,40,27,7,8,16,24,"2022-08-03 08:56:59"
201412050SAC,2015,NBA,REG,NULL,IND,SAC,NBA,REG,20,a,0,1,0,101,102,265,36,96,6,26,23,29,9,43,18,10,5,8,33,36,83,2,10,28,40,11,49,16,6,2,14,24,"2022-08-03 08:56:59"
201412050SAC,2015,NBA,REG,NULL,SAC,IND,NBA,REG,19,h,1,0,0,102,101,265,36,83,2,10,28,40,11,49,16,6,2,14,24,36,96,6,26,23,29,9,43,18,10,5,8,33,"2022-08-03 08:56:59"
201412050TOR,2015,NBA,REG,NULL,CLE,TOR,NBA,REG,18,a,1,0,0,105,91,240,41,84,9,20,14,21,15,48,28,7,2,13,21,35,86,8,24,13,20,14,40,25,4,4,11,17,"2022-08-03 08:56:59"
201412050TOR,2015,NBA,REG,NULL,TOR,CLE,NBA,REG,20,h,0,1,0,91,105,240,35,86,8,24,13,20,14,40,25,4,4,11,17,41,84,9,20,14,21,15,48,28,7,2,13,21,"2022-08-03 08:56:59"
201412050UTA,2015,NBA,REG,NULL,ORL,UTA,NBA,REG,22,a,1,0,0,98,93,240,37,74,7,17,17,20,9,38,15,6,3,8,20,36,79,8,16,13,21,13,41,23,4,6,11,21,"2022-08-03 08:56:59"
201412050UTA,2015,NBA,REG,NULL,UTA,ORL,NBA,REG,20,h,0,1,0,93,98,240,36,79,8,16,13,21,13,41,23,4,6,11,21,37,74,7,17,17,20,9,38,15,6,3,8,20,"2022-08-03 08:56:59"
201412050WAS,2015,NBA,REG,NULL,DEN,WAS,NBA,REG,19,a,0,1,0,89,119,240,31,82,5,22,22,30,10,36,16,8,7,19,22,45,85,7,20,22,27,14,52,35,12,11,15,20,"2022-08-03 08:56:59"
201412050WAS,2015,NBA,REG,NULL,WAS,DEN,NBA,REG,18,h,1,0,0,119,89,240,45,85,7,20,22,27,14,52,35,12,11,15,20,31,82,5,22,22,30,10,36,16,8,7,19,22,"2022-08-03 08:56:59"
201412060CHI,2015,NBA,REG,NULL,CHI,GSW,NBA,REG,20,h,0,1,0,102,112,240,36,83,7,21,23,27,17,50,24,6,3,22,23,40,89,12,30,20,25,15,40,27,14,6,11,21,"2022-08-03 08:56:59"
201412060CHI,2015,NBA,REG,NULL,GSW,CHI,NBA,REG,19,a,1,0,0,112,102,240,40,89,12,30,20,25,15,40,27,14,6,11,21,36,83,7,21,23,27,17,50,24,6,3,22,23,"2022-08-03 08:56:59"
201412060DET,2015,NBA,REG,NULL,DET,PHI,NBA,REG,20,h,0,1,0,101,108,265,34,87,6,23,27,35,12,47,22,11,6,19,24,40,87,7,23,21,30,12,53,27,12,8,18,27,"2022-08-03 08:56:59"
201412060DET,2015,NBA,REG,NULL,PHI,DET,NBA,REG,20,a,1,0,0,108,101,265,40,87,7,23,21,30,12,53,27,12,8,18,27,34,87,6,23,27,35,12,47,22,11,6,19,24,"2022-08-03 08:56:59"
201412060HOU,2015,NBA,REG,NULL,HOU,PHO,NBA,REG,20,h,1,0,0,100,95,240,33,81,11,27,23,31,19,57,16,7,7,22,23,34,93,7,28,20,26,16,40,16,14,8,12,20,"2022-08-03 08:56:59"
201412060HOU,2015,NBA,REG,NULL,PHO,HOU,NBA,REG,21,a,0,1,0,95,100,240,34,93,7,28,20,26,16,40,16,14,8,12,20,33,81,11,27,23,31,19,57,16,7,7,22,23,"2022-08-03 08:56:59"
201412060LAC,2015,NBA,REG,NULL,LAC,NOH,NBA,REG,19,h,1,0,0,120,100,240,43,78,17,32,17,24,6,38,34,7,6,7,20,38,80,8,23,16,25,12,45,26,4,2,11,18,"2022-08-03 08:56:59"
201412060LAC,2015,NBA,REG,NULL,NOH,LAC,NBA,REG,18,a,0,1,0,100,120,240,38,80,8,23,16,25,12,45,26,4,2,11,18,43,78,17,32,17,24,6,38,34,7,6,7,20,"2022-08-03 08:56:59"
201412060SAC,2015,NBA,REG,NULL,ORL,SAC,NBA,REG,23,a,1,0,0,105,96,240,42,83,9,26,12,14,10,40,26,4,5,10,25,35,79,4,15,22,28,9,35,22,5,2,11,16,"2022-08-03 08:56:59"
201412060SAC,2015,NBA,REG,NULL,SAC,ORL,NBA,REG,20,h,0,1,0,96,105,240,35,79,4,15,22,28,9,35,22,5,2,11,16,42,83,9,26,12,14,10,40,26,4,5,10,25,"2022-08-03 08:56:59"
201412060SAS,2015,NBA,REG,NULL,MIN,SAS,NBA,REG,19,a,0,1,0,101,123,240,35,83,6,16,25,32,8,33,20,10,2,8,22,47,82,7,18,22,25,8,43,30,5,6,16,24,"2022-08-03 08:56:59"
201412060SAS,2015,NBA,REG,NULL,SAS,MIN,NBA,REG,20,h,1,0,0,123,101,240,47,82,7,18,22,25,8,43,30,5,6,16,24,35,83,6,16,25,32,8,33,20,10,2,8,22,"2022-08-03 08:56:59"
201412070ATL,2015,NBA,REG,NULL,ATL,DEN,NBA,REG,19,h,1,0,0,96,84,240,36,87,10,27,14,19,11,43,26,9,4,12,15,34,93,6,35,10,13,16,52,25,9,4,14,22,"2022-08-03 08:56:59"
201412070ATL,2015,NBA,REG,NULL,DEN,ATL,NBA,REG,20,a,0,1,0,84,96,240,34,93,6,35,10,13,16,52,25,9,4,14,22,36,87,10,27,14,19,11,43,26,9,4,12,15,"2022-08-03 08:56:59"
201412070BOS,2015,NBA,REG,NULL,BOS,WAS,NBA,REG,18,h,1,0,0,101,93,240,36,88,8,17,21,26,9,49,20,10,7,15,21,34,93,11,27,14,21,16,52,21,5,8,19,20,"2022-08-03 08:56:59"
201412070BOS,2015,NBA,REG,NULL,WAS,BOS,NBA,REG,19,a,0,1,0,93,101,240,34,93,11,27,14,21,16,52,21,5,8,19,20,36,88,8,17,21,26,9,49,20,10,7,15,21,"2022-08-03 08:56:59"
201412070DAL,2015,NBA,REG,NULL,DAL,MIL,NBA,REG,22,h,1,0,0,125,102,240,49,84,12,31,15,19,8,36,29,14,8,11,14,42,84,4,15,14,17,11,36,17,7,4,17,18,"2022-08-03 08:56:59"
201412070DAL,2015,NBA,REG,NULL,MIL,DAL,NBA,REG,22,a,0,1,0,102,125,240,42,84,4,15,14,17,11,36,17,7,4,17,18,49,84,12,31,15,19,8,36,29,14,8,11,14,"2022-08-03 08:56:59"
201412070DET,2015,NBA,REG,NULL,DET,OKC,NBA,REG,21,h,0,1,0,94,96,240,34,76,7,23,19,28,8,39,25,5,1,12,21,39,87,6,21,12,17,16,50,20,5,7,15,24,"2022-08-03 08:56:59"
201412070DET,2015,NBA,REG,NULL,OKC,DET,NBA,REG,20,a,1,0,0,96,94,240,39,87,6,21,12,17,16,50,20,5,7,15,24,34,76,7,23,19,28,8,39,25,5,1,12,21,"2022-08-03 08:56:59"
201412070LAL,2015,NBA,REG,NULL,LAL,NOH,NBA,REG,21,h,0,1,0,87,104,240,36,90,5,19,10,15,7,34,18,4,6,7,15,43,83,8,18,10,15,9,50,28,2,4,15,14,"2022-08-03 08:56:59"
201412070LAL,2015,NBA,REG,NULL,NOH,LAL,NBA,REG,19,a,1,0,0,104,87,240,43,83,8,18,10,15,9,50,28,2,4,15,14,36,90,5,19,10,15,7,34,18,4,6,7,15,"2022-08-03 08:56:59"
201412070MEM,2015,NBA,REG,NULL,MEM,MIA,NBA,REG,20,h,1,0,0,103,87,240,43,73,8,13,9,11,7,38,24,7,4,12,14,39,80,5,16,4,8,10,30,21,10,2,11,12,"2022-08-03 08:56:59"
201412070MEM,2015,NBA,REG,NULL,MIA,MEM,NBA,REG,20,a,0,1,0,87,103,240,39,80,5,16,4,8,10,30,21,10,2,11,12,43,73,8,13,9,11,7,38,24,7,4,12,14,"2022-08-03 08:56:59"
201412070NYK,2015,NBA,REG,NULL,NYK,POR,NBA,REG,22,h,0,1,0,99,103,240,41,79,5,19,12,14,4,37,20,6,4,13,23,36,85,10,28,21,29,16,44,21,8,2,9,17,"2022-08-03 08:56:59"
201412070NYK,2015,NBA,REG,NULL,POR,NYK,NBA,REG,20,a,1,0,0,103,99,240,36,85,10,28,21,29,16,44,21,8,2,9,17,41,79,5,19,12,14,4,37,20,6,4,13,23,"2022-08-03 08:56:59"
201412080BRK,2015,NBA,REG,NULL,CLE,NJN,NBA,REG,19,a,1,0,0,110,88,240,43,90,9,25,15,22,20,55,25,10,5,13,17,36,81,4,19,12,19,10,33,25,6,2,12,18,"2022-08-03 08:56:59"
201412080BRK,2015,NBA,REG,NULL,NJN,CLE,NBA,REG,19,h,0,1,0,88,110,240,36,81,4,19,12,19,10,33,25,6,2,12,18,43,90,9,25,15,22,20,55,25,10,5,13,17,"2022-08-03 08:56:59"
201412080IND,2015,NBA,REG,NULL,ATL,IND,NBA,REG,20,a,1,0,0,108,92,240,40,77,9,21,19,27,6,47,27,11,7,16,20,37,84,9,27,9,17,8,42,23,6,2,17,22,"2022-08-03 08:56:59"
201412080IND,2015,NBA,REG,NULL,IND,ATL,NBA,REG,21,h,0,1,0,92,108,240,37,84,9,27,9,17,8,42,23,6,2,17,22,40,77,9,21,19,27,6,47,27,11,7,16,20,"2022-08-03 08:56:59"
201412080LAC,2015,NBA,REG,NULL,LAC,PHO,NBA,REG,20,h,1,0,0,121,120,265,44,96,9,31,24,30,10,45,27,7,5,11,22,44,91,16,37,16,20,7,43,32,9,3,16,28,"2022-08-03 08:56:59"
201412080LAC,2015,NBA,REG,NULL,PHO,LAC,NBA,REG,22,a,0,1,0,120,121,265,44,91,16,37,16,20,7,43,32,9,3,16,28,44,96,9,31,24,30,10,45,27,7,5,11,22,"2022-08-03 08:56:59"
201412080MIN,2015,NBA,REG,NULL,GSW,MIN,NBA,REG,20,a,1,0,0,102,86,240,42,91,5,22,13,14,15,51,24,15,6,17,18,32,88,2,11,20,29,18,49,22,12,4,19,10,"2022-08-03 08:56:59"
201412080MIN,2015,NBA,REG,NULL,MIN,GSW,NBA,REG,20,h,0,1,0,86,102,240,32,88,2,11,20,29,18,49,22,12,4,19,10,42,91,5,22,13,14,15,51,24,15,6,17,18,"2022-08-03 08:56:59"
201412080SAC,2015,NBA,REG,NULL,SAC,UTA,NBA,REG,21,h,1,0,0,101,92,240,35,74,3,8,28,36,10,45,18,8,2,16,24,32,79,3,17,25,37,11,35,20,7,7,13,26,"2022-08-03 08:56:59"
201412080SAC,2015,NBA,REG,NULL,UTA,SAC,NBA,REG,21,a,0,1,0,92,101,240,32,79,3,17,25,37,11,35,20,7,7,13,26,35,74,3,8,28,36,10,45,18,8,2,16,24,"2022-08-03 08:56:59"
201412080TOR,2015,NBA,REG,NULL,DEN,TOR,NBA,REG,21,a,0,1,0,107,112,265,43,104,10,30,11,15,19,49,21,7,2,13,28,41,81,9,33,21,29,8,44,21,4,10,14,16,"2022-08-03 08:56:59"
201412080TOR,2015,NBA,REG,NULL,TOR,DEN,NBA,REG,21,h,1,0,0,112,107,265,41,81,9,33,21,29,8,44,21,4,10,14,16,43,104,10,30,11,15,19,49,21,7,2,13,28,"2022-08-03 08:56:59"
201412080WAS,2015,NBA,REG,NULL,BOS,WAS,NBA,REG,19,a,0,1,0,132,133,290,47,102,9,22,29,32,14,46,27,17,4,17,30,49,94,7,16,28,34,11,49,32,10,3,23,26,"2022-08-03 08:56:59"
201412080WAS,2015,NBA,REG,NULL,WAS,BOS,NBA,REG,20,h,1,0,0,133,132,290,49,94,7,16,28,34,11,49,32,10,3,23,26,47,102,9,22,29,32,14,46,27,17,4,17,30,"2022-08-03 08:56:59"
201412090CLE,2015,NBA,REG,NULL,CLE,TOR,NBA,REG,20,h,1,0,0,105,101,240,39,79,9,26,18,21,12,31,27,4,5,11,17,42,82,7,23,10,10,12,35,26,4,3,15,24,"2022-08-03 08:56:59"
201412090CLE,2015,NBA,REG,NULL,TOR,CLE,NBA,REG,22,a,0,1,0,101,105,240,42,82,7,23,10,10,12,35,26,4,3,15,24,39,79,9,26,18,21,12,31,27,4,5,11,17,"2022-08-03 08:56:59"
201412090DET,2015,NBA,REG,NULL,DET,POR,NBA,REG,22,h,0,1,0,86,98,240,34,97,5,22,13,16,17,47,23,7,2,6,8,41,84,9,21,7,8,10,47,25,4,7,13,12,"2022-08-03 08:56:59"
201412090DET,2015,NBA,REG,NULL,POR,DET,NBA,REG,21,a,1,0,0,98,86,240,41,84,9,21,7,8,10,47,25,4,7,13,12,34,97,5,22,13,16,17,47,23,7,2,6,8,"2022-08-03 08:56:59"
201412090LAL,2015,NBA,REG,NULL,LAL,SAC,NBA,REG,22,h,1,0,0,98,95,240,38,96,5,25,17,25,14,45,27,9,6,5,23,32,70,7,15,24,37,9,48,20,3,3,16,25,"2022-08-03 08:56:59"
201412090LAL,2015,NBA,REG,NULL,SAC,LAL,NBA,REG,22,a,0,1,0,95,98,240,32,70,7,15,24,37,9,48,20,3,3,16,25,38,96,5,25,17,25,14,45,27,9,6,5,23,"2022-08-03 08:56:59"
201412090MEM,2015,NBA,REG,NULL,DAL,MEM,NBA,REG,23,a,0,1,0,105,114,240,38,85,18,40,11,14,12,43,19,4,7,16,22,41,85,7,14,25,29,12,41,20,10,1,5,17,"2022-08-03 08:56:59"
201412090MEM,2015,NBA,REG,NULL,MEM,DAL,NBA,REG,21,h,1,0,0,114,105,240,41,85,7,14,25,29,12,41,20,10,1,5,17,38,85,18,40,11,14,12,43,19,4,7,16,22,"2022-08-03 08:56:59"
201412090NOP,2015,NBA,REG,NULL,NOH,NYK,NBA,REG,20,h,1,0,0,104,93,240,40,80,4,15,20,26,12,43,22,7,8,11,14,37,78,9,19,10,13,6,30,19,8,8,13,20,"2022-08-03 08:56:59"
201412090NOP,2015,NBA,REG,NULL,NYK,NOH,NBA,REG,23,a,0,1,0,93,104,240,37,78,9,19,10,13,6,30,19,8,8,13,20,40,80,4,15,20,26,12,43,22,7,8,11,14,"2022-08-03 08:56:59"
201412090OKC,2015,NBA,REG,NULL,MIL,OKC,NBA,REG,23,a,0,1,0,101,114,240,34,84,4,21,29,35,9,31,19,8,2,14,25,41,82,4,21,28,34,15,54,23,10,6,20,28,"2022-08-03 08:56:59"
201412090OKC,2015,NBA,REG,NULL,OKC,MIL,NBA,REG,21,h,1,0,0,114,101,240,41,82,4,21,28,34,15,54,23,10,6,20,28,34,84,4,21,29,35,9,31,19,8,2,14,25,"2022-08-03 08:56:59"
201412090PHO,2015,NBA,REG,NULL,MIA,PHO,NBA,REG,21,a,1,0,0,103,97,240,43,80,9,17,8,12,9,34,25,14,4,11,14,37,77,17,35,6,9,10,37,24,7,5,22,20,"2022-08-03 08:56:59"
201412090PHO,2015,NBA,REG,NULL,PHO,MIA,NBA,REG,23,h,0,1,0,97,103,240,37,77,17,35,6,9,10,37,24,7,5,22,20,43,80,9,17,8,12,9,34,25,14,4,11,14,"2022-08-03 08:56:59"
201412090UTA,2015,NBA,REG,NULL,SAS,UTA,NBA,REG,21,a,0,1,0,96,100,240,39,84,4,20,14,23,11,37,23,12,8,13,21,40,80,4,14,16,22,8,43,18,5,7,18,23,"2022-08-03 08:56:59"
201412090UTA,2015,NBA,REG,NULL,UTA,SAS,NBA,REG,22,h,1,0,0,100,96,240,40,80,4,14,16,22,8,43,18,5,7,18,23,39,84,4,20,14,23,11,37,23,12,8,13,21,"2022-08-03 08:56:59"
201412100ATL,2015,NBA,REG,NULL,ATL,PHI,NBA,REG,21,h,1,0,0,95,79,240,38,91,10,30,9,13,16,52,26,15,1,14,16,30,72,6,25,13,22,7,39,21,10,10,18,18,"2022-08-03 08:56:59"
201412100ATL,2015,NBA,REG,NULL,PHI,ATL,NBA,REG,21,a,0,1,0,79,95,240,30,72,6,25,13,22,7,39,21,10,10,18,18,38,91,10,30,9,13,16,52,26,15,1,14,16,"2022-08-03 08:56:59"
201412100CHI,2015,NBA,REG,NULL,CHI,NJN,NBA,REG,21,h,1,0,0,105,80,240,37,79,8,22,23,32,15,57,21,6,11,15,18,29,88,3,14,19,24,15,44,16,9,5,11,25,"2022-08-03 08:56:59"
201412100CHI,2015,NBA,REG,NULL,NJN,CHI,NBA,REG,20,a,0,1,0,80,105,240,29,88,3,14,19,24,15,44,16,9,5,11,25,37,79,8,22,23,32,15,57,21,6,11,15,18,"2022-08-03 08:56:59"
201412100CHO,2015,NBA,REG,NULL,BOS,CHA,NBA,REG,20,a,0,1,0,87,96,240,38,87,5,23,6,10,6,45,26,3,1,14,27,35,84,3,14,23,29,7,44,18,5,3,10,14,"2022-08-03 08:56:59"
201412100CHO,2015,NBA,REG,NULL,CHA,BOS,NBA,REG,21,h,1,0,0,96,87,240,35,84,3,14,23,29,7,44,18,5,3,10,14,38,87,5,23,6,10,6,45,26,3,1,14,27,"2022-08-03 08:56:59"
201412100DAL,2015,NBA,REG,NULL,DAL,NOH,NBA,REG,24,h,1,0,0,112,107,240,44,83,9,21,15,17,5,29,17,5,5,8,18,40,88,7,18,20,24,16,45,16,5,3,11,20,"2022-08-03 08:56:59"
201412100DAL,2015,NBA,REG,NULL,NOH,DAL,NBA,REG,21,a,0,1,0,107,112,240,40,88,7,18,20,24,16,45,16,5,3,11,20,44,83,9,21,15,17,5,29,17,5,5,8,18,"2022-08-03 08:56:59"
