game_id,year_id,comp_id,phase_id,part_id,team_id,opp_team_id,opp_comp_id,opp_phase_id,team_game_num_season,home_away_neutral,win,loss,tie,pts,opp_pts,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg3,opp_fg3a,opp_ft,opp_fta,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,last_modified
201411240UTA,2015,NBA,REG,NULL,CHI,UTA,NBA,REG,14,a,1,0,0,97,95,240,36,72,9,20,16,23,7,35,20,9,3,16,14,42,86,3,9,8,10,11,41,22,9,6,13,20,"2022-08-03 08:56:59"
201411240UTA,2015,NBA,REG,NULL,UTA,CHI,NBA,REG,15,h,0,1,0,95,97,240,42,86,3,9,8,10,11,41,22,9,6,13,20,36,72,9,20,16,23,7,35,20,9,3,16,14,"2022-08-03 08:56:59"
201411250DEN,2015,NBA,REG,NULL,CHI,DEN,NBA,REG,15,a,0,1,0,109,114,240,35,82,7,21,32,37,11,37,20,9,4,12,22,43,85,8,16,20,27,14,45,22,5,7,14,25,"2022-08-03 08:56:59"
201411250DEN,2015,NBA,REG,NULL,DEN,CHI,NBA,REG,14,h,1,0,0,114,109,240,43,85,8,16,20,27,14,45,22,5,7,14,25,35,82,7,21,32,37,11,37,20,9,4,12,22,"2022-08-03 08:56:59"
201411250MIA,2015,NBA,REG,NULL,GSW,MIA,NBA,REG,13,a,1,0,0,114,97,240,43,75,13,28,15,23,5,45,21,6,9,11,24,33,85,10,23,21,27,12,40,16,7,4,9,22,"2022-08-03 08:56:59"
201411250MIA,2015,NBA,REG,NULL,MIA,GSW,NBA,REG,15,h,0,1,0,97,114,240,33,85,10,23,21,27,12,40,16,7,4,9,22,43,75,13,28,15,23,5,45,21,6,9,11,24,"2022-08-03 08:56:59"
201411250MIL,2015,NBA,REG,NULL,DET,MIL,NBA,REG,14,a,0,1,0,86,98,240,36,78,7,20,7,17,8,36,23,7,5,19,18,39,90,10,22,10,13,19,50,22,9,2,16,24,"2022-08-03 08:56:59"
201411250MIL,2015,NBA,REG,NULL,MIL,DET,NBA,REG,15,h,1,0,0,98,86,240,39,90,10,22,10,13,19,50,22,9,2,16,24,36,78,7,20,7,17,8,36,23,7,5,19,18,"2022-08-03 08:56:59"
201411250NOP,2015,NBA,REG,NULL,NOH,SAC,NBA,REG,13,h,0,1,0,89,99,240,33,79,3,17,20,29,14,40,15,3,6,10,23,37,77,5,14,20,24,7,38,16,9,4,9,22,"2022-08-03 08:56:59"
201411250NOP,2015,NBA,REG,NULL,SAC,NOH,NBA,REG,14,a,1,0,0,99,89,240,37,77,5,14,20,24,7,38,16,9,4,9,22,33,79,3,17,20,29,14,40,15,3,6,10,23,"2022-08-03 08:56:59"
201411250WAS,2015,NBA,REG,NULL,ATL,WAS,NBA,REG,12,a,1,0,0,106,102,240,36,85,7,25,27,34,12,43,17,16,6,10,23,36,84,9,20,21,29,16,47,25,2,3,20,25,"2022-08-03 08:56:59"
201411250WAS,2015,NBA,REG,NULL,WAS,ATL,NBA,REG,13,h,0,1,0,102,106,240,36,84,9,20,21,29,16,47,25,2,3,20,25,36,85,7,25,27,34,12,43,17,16,6,10,23,"2022-08-03 08:56:59"
201411260ATL,2015,NBA,REG,NULL,ATL,TOR,NBA,REG,13,h,0,1,0,115,126,240,42,82,10,24,21,24,9,32,31,2,4,13,24,42,82,14,29,28,33,11,36,24,7,7,11,24,"2022-08-03 08:56:59"
201411260ATL,2015,NBA,REG,NULL,TOR,ATL,NBA,REG,15,a,1,0,0,126,115,240,42,82,14,29,28,33,11,36,24,7,7,11,24,42,82,10,24,21,24,9,32,31,2,4,13,24,"2022-08-03 08:56:59"
201411260CHO,2015,NBA,REG,NULL,CHA,POR,NBA,REG,16,h,0,1,0,97,105,240,41,94,5,15,10,15,10,47,29,3,5,6,20,39,92,12,27,15,20,10,50,21,4,7,8,18,"2022-08-03 08:56:59"
201411260CHO,2015,NBA,REG,NULL,POR,CHA,NBA,REG,15,a,1,0,0,105,97,240,39,92,12,27,15,20,10,50,21,4,7,8,18,41,94,5,15,10,15,10,47,29,3,5,6,20,"2022-08-03 08:56:59"
201411260CLE,2015,NBA,REG,NULL,CLE,WAS,NBA,REG,14,h,1,0,0,113,87,240,38,74,6,20,31,38,7,32,23,13,2,9,18,33,71,5,13,16,22,7,26,24,5,5,18,28,"2022-08-03 08:56:59"
201411260CLE,2015,NBA,REG,NULL,WAS,CLE,NBA,REG,14,a,0,1,0,87,113,240,33,71,5,13,16,22,7,26,24,5,5,18,28,38,74,6,20,31,38,7,32,23,13,2,9,18,"2022-08-03 08:56:59"
201411260DAL,2015,NBA,REG,NULL,DAL,NYK,NBA,REG,16,h,1,0,0,109,102,265,38,95,4,31,29,38,20,56,20,12,5,11,16,39,92,14,28,10,16,15,53,21,7,3,21,32,"2022-08-03 08:56:59"
201411260DAL,2015,NBA,REG,NULL,NYK,DAL,NBA,REG,16,a,0,1,0,102,109,265,39,92,14,28,10,16,15,53,21,7,3,21,32,38,95,4,31,29,38,20,56,20,12,5,11,16,"2022-08-03 08:56:59"
201411260DET,2015,NBA,REG,NULL,DET,LAC,NBA,REG,15,h,0,1,0,98,104,240,35,78,10,27,18,24,12,38,18,8,4,15,17,37,78,12,28,18,19,9,39,21,9,3,15,19,"2022-08-03 08:56:59"
201411260DET,2015,NBA,REG,NULL,LAC,DET,NBA,REG,14,a,1,0,0,104,98,240,37,78,12,28,18,19,9,39,21,9,3,15,19,35,78,10,27,18,24,12,38,18,8,4,15,17,"2022-08-03 08:56:59"
201411260HOU,2015,NBA,REG,NULL,HOU,SAC,NBA,REG,15,h,1,0,0,102,89,240,42,94,12,35,6,15,13,41,26,13,5,4,25,31,71,5,16,22,28,10,48,16,2,8,20,19,"2022-08-03 08:56:59"
201411260HOU,2015,NBA,REG,NULL,SAC,HOU,NBA,REG,15,a,0,1,0,89,102,240,31,71,5,16,22,28,10,48,16,2,8,20,19,42,94,12,35,6,15,13,41,26,13,5,4,25,"2022-08-03 08:56:59"
201411260LAL,2015,NBA,REG,NULL,LAL,MEM,NBA,REG,15,h,0,1,0,93,99,240,33,81,8,19,19,24,12,42,16,6,9,11,18,36,80,5,22,22,25,10,45,25,7,6,14,20,"2022-08-03 08:56:59"
201411260LAL,2015,NBA,REG,NULL,MEM,LAL,NBA,REG,15,a,1,0,0,99,93,240,36,80,5,22,22,25,10,45,25,7,6,14,20,33,81,8,19,19,24,12,42,16,6,9,11,18,"2022-08-03 08:56:59"
201411260MIN,2015,NBA,REG,NULL,MIL,MIN,NBA,REG,16,a,1,0,0,103,86,240,40,85,5,16,18,19,13,43,22,12,7,17,22,31,81,3,14,21,34,14,38,19,11,6,19,22,"2022-08-03 08:56:59"
201411260MIN,2015,NBA,REG,NULL,MIN,MIL,NBA,REG,13,h,0,1,0,86,103,240,31,81,3,14,21,34,14,38,19,11,6,19,22,40,85,5,16,18,19,13,43,22,12,7,17,22,"2022-08-03 08:56:59"
201411260OKC,2015,NBA,REG,NULL,OKC,UTA,NBA,REG,16,h,1,0,0,97,82,240,40,83,12,26,5,10,12,45,21,9,7,16,26,31,70,3,16,17,28,8,38,11,9,2,19,16,"2022-08-03 08:56:59"
201411260OKC,2015,NBA,REG,NULL,UTA,OKC,NBA,REG,16,a,0,1,0,82,97,240,31,70,3,16,17,28,8,38,11,9,2,19,16,40,83,12,26,5,10,12,45,21,9,7,16,26,"2022-08-03 08:56:59"
201411260ORL,2015,NBA,REG,NULL,GSW,ORL,NBA,REG,14,a,1,0,0,111,96,240,44,85,12,26,11,19,8,47,30,7,6,15,19,36,87,6,20,18,24,12,46,21,8,1,14,18,"2022-08-03 08:56:59"
201411260ORL,2015,NBA,REG,NULL,ORL,GSW,NBA,REG,17,h,0,1,0,96,111,240,36,87,6,20,18,24,12,46,21,8,1,14,18,44,85,12,26,11,19,8,47,30,7,6,15,19,"2022-08-03 08:56:59"
201411260PHI,2015,NBA,REG,NULL,NJN,PHI,NBA,REG,14,a,1,0,0,99,91,240,35,71,8,24,21,28,4,40,25,10,7,24,19,34,85,9,24,14,17,13,42,23,11,5,20,24,"2022-08-03 08:56:59"
201411260PHI,2015,NBA,REG,NULL,PHI,NJN,NBA,REG,15,h,0,1,0,91,99,240,34,85,9,24,14,17,13,42,23,11,5,20,24,35,71,8,24,21,28,4,40,25,10,7,24,19,"2022-08-03 08:56:59"
201411260PHO,2015,NBA,REG,NULL,DEN,PHO,NBA,REG,15,a,0,1,0,112,120,240,39,90,8,25,26,34,20,47,19,10,4,17,22,45,88,13,25,17,21,13,41,27,9,8,16,22,"2022-08-03 08:56:59"
201411260PHO,2015,NBA,REG,NULL,PHO,DEN,NBA,REG,16,h,1,0,0,120,112,240,45,88,13,25,17,21,13,41,27,9,8,16,22,39,90,8,25,26,34,20,47,19,10,4,17,22,"2022-08-03 08:56:59"
201411260SAS,2015,NBA,REG,NULL,IND,SAS,NBA,REG,15,a,0,1,0,100,106,240,40,87,10,21,10,18,7,36,23,9,1,12,23,41,74,5,15,19,29,8,45,21,8,5,15,20,"2022-08-03 08:56:59"
201411260SAS,2015,NBA,REG,NULL,SAS,IND,NBA,REG,14,h,1,0,0,106,100,240,41,74,5,15,19,29,8,45,21,8,5,15,20,40,87,10,21,10,18,7,36,23,9,1,12,23,"2022-08-03 08:56:59"
201411280ATL,2015,NBA,REG,NULL,ATL,NOH,NBA,REG,14,h,1,0,0,100,91,240,38,76,5,17,19,22,11,42,26,6,7,18,14,36,89,7,24,12,16,16,42,23,8,4,12,19,"2022-08-03 08:56:59"
201411280ATL,2015,NBA,REG,NULL,NOH,ATL,NBA,REG,14,a,0,1,0,91,100,240,36,89,7,24,12,16,16,42,23,8,4,12,19,38,76,5,17,19,22,11,42,26,6,7,18,14,"2022-08-03 08:56:59"
201411280BOS,2015,NBA,REG,NULL,BOS,CHI,NBA,REG,13,h,0,1,0,102,109,240,37,92,6,22,22,29,12,42,20,7,2,13,30,37,90,5,17,30,37,18,52,18,5,13,13,21,"2022-08-03 08:56:59"
201411280BOS,2015,NBA,REG,NULL,CHI,BOS,NBA,REG,16,a,1,0,0,109,102,240,37,90,5,17,30,37,18,52,18,5,13,13,21,37,92,6,22,22,29,12,42,20,7,2,13,30,"2022-08-03 08:56:59"
201411280CHO,2015,NBA,REG,NULL,CHA,GSW,NBA,REG,17,h,0,1,0,101,106,240,38,87,6,19,19,23,8,44,27,4,8,13,14,42,99,7,26,15,16,16,46,28,7,8,12,26,"2022-08-03 08:56:59"
201411280CHO,2015,NBA,REG,NULL,GSW,CHA,NBA,REG,15,a,1,0,0,106,101,240,42,99,7,26,15,16,16,46,28,7,8,12,26,38,87,6,19,19,23,8,44,27,4,8,13,14,"2022-08-03 08:56:59"
201411280DEN,2015,NBA,REG,NULL,DEN,PHO,NBA,REG,16,h,1,0,0,122,97,240,41,88,8,21,32,36,16,58,20,10,3,18,27,33,85,8,23,23,29,9,34,14,4,5,15,27,"2022-08-03 08:56:59"
201411280DEN,2015,NBA,REG,NULL,PHO,DEN,NBA,REG,17,a,0,1,0,97,122,240,33,85,8,23,23,29,9,34,14,4,5,15,27,41,88,8,21,32,36,16,58,20,10,3,18,27,"2022-08-03 08:56:59"
201411280DET,2015,NBA,REG,NULL,DET,MIL,NBA,REG,16,h,0,1,0,88,104,240,34,83,6,23,14,25,14,39,25,8,5,14,19,39,77,13,29,13,16,10,44,30,9,6,19,20,"2022-08-03 08:56:59"
201411280DET,2015,NBA,REG,NULL,MIL,DET,NBA,REG,17,a,1,0,0,104,88,240,39,77,13,29,13,16,10,44,30,9,6,19,20,34,83,6,23,14,25,14,39,25,8,5,14,19,"2022-08-03 08:56:59"
201411280HOU,2015,NBA,REG,NULL,HOU,LAC,NBA,REG,16,h,0,1,0,85,102,240,32,82,10,37,11,15,8,40,17,7,6,14,27,38,81,9,25,17,22,8,45,23,8,4,10,18,"2022-08-03 08:56:59"
201411280HOU,2015,NBA,REG,NULL,LAC,HOU,NBA,REG,15,a,1,0,0,102,85,240,38,81,9,25,17,22,8,45,23,8,4,10,18,32,82,10,37,11,15,8,40,17,7,6,14,27,"2022-08-03 08:56:59"
201411280IND,2015,NBA,REG,NULL,IND,ORL,NBA,REG,16,h,1,0,0,98,83,240,41,94,4,16,12,14,17,53,25,7,3,11,17,31,70,7,18,14,16,2,32,16,7,5,18,17,"2022-08-03 08:56:59"
201411280IND,2015,NBA,REG,NULL,ORL,IND,NBA,REG,18,a,0,1,0,83,98,240,31,70,7,18,14,16,2,32,16,7,5,18,17,41,94,4,16,12,14,17,53,25,7,3,11,17,"2022-08-03 08:56:59"
201411280LAL,2015,NBA,REG,NULL,LAL,MIN,NBA,REG,16,h,0,1,0,119,120,240,48,89,8,21,15,22,12,35,27,12,1,14,22,45,79,10,18,20,24,6,31,37,8,1,18,20,"2022-08-03 08:56:59"
201411280LAL,2015,NBA,REG,NULL,MIN,LAL,NBA,REG,14,a,1,0,0,120,119,240,45,79,10,18,20,24,6,31,37,8,1,18,20,48,89,8,21,15,22,12,35,27,12,1,14,22,"2022-08-03 08:56:59"
201411280OKC,2015,NBA,REG,NULL,NYK,OKC,NBA,REG,17,a,0,1,0,78,105,240,29,75,2,19,18,24,7,33,17,3,6,12,22,38,86,10,24,19,23,18,57,20,9,0,14,30,"2022-08-03 08:56:59"
201411280OKC,2015,NBA,REG,NULL,OKC,NYK,NBA,REG,17,h,1,0,0,105,78,240,38,86,10,24,19,23,18,57,20,9,0,14,30,29,75,2,19,18,24,7,33,17,3,6,12,22,"2022-08-03 08:56:59"
201411280POR,2015,NBA,REG,NULL,MEM,POR,NBA,REG,16,a,1,0,0,112,99,240,45,84,6,13,16,26,8,46,28,7,4,9,14,39,97,8,28,13,18,15,45,22,6,6,7,18,"2022-08-03 08:56:59"
201411280POR,2015,NBA,REG,NULL,POR,MEM,NBA,REG,16,h,0,1,0,99,112,240,39,97,8,28,13,18,15,45,22,6,6,7,18,45,84,6,13,16,26,8,46,28,7,4,9,14,"2022-08-03 08:56:59"
201411280SAS,2015,NBA,REG,NULL,SAC,SAS,NBA,REG,16,a,0,1,0,104,112,240,38,75,6,10,22,26,8,46,22,4,4,14,20,42,82,12,24,16,20,4,33,29,8,9,6,19,"2022-08-03 08:56:59"
201411280SAS,2015,NBA,REG,NULL,SAS,SAC,NBA,REG,15,h,1,0,0,112,104,240,42,82,12,24,16,20,4,33,29,8,9,6,19,38,75,6,10,22,26,8,46,22,4,4,14,20,"2022-08-03 08:56:59"
201411280TOR,2015,NBA,REG,NULL,DAL,TOR,NBA,REG,17,a,1,0,0,106,102,240,40,86,11,26,15,22,6,37,27,7,9,8,17,38,91,14,33,12,16,15,55,17,7,1,17,23,"2022-08-03 08:56:59"
201411280TOR,2015,NBA,REG,NULL,TOR,DAL,NBA,REG,16,h,0,1,0,102,106,240,38,91,14,33,12,16,15,55,17,7,1,17,23,40,86,11,26,15,22,6,37,27,7,9,8,17,"2022-08-03 08:56:59"
201411290ATL,2015,NBA,REG,NULL,ATL,CHA,NBA,REG,15,h,1,0,0,105,75,240,40,75,12,23,13,16,5,44,31,8,5,12,17,29,88,5,23,12,16,13,38,20,3,4,12,16,"2022-08-03 08:56:59"
201411290ATL,2015,NBA,REG,NULL,CHA,ATL,NBA,REG,18,a,0,1,0,75,105,240,29,88,5,23,12,16,13,38,20,3,4,12,16,40,75,12,23,13,16,5,44,31,8,5,12,17,"2022-08-03 08:56:59"
201411290CLE,2015,NBA,REG,NULL,CLE,IND,NBA,REG,15,h,1,0,0,109,97,240,41,78,7,16,20,32,9,44,20,4,6,9,20,35,89,7,22,20,26,15,48,26,2,1,7,23,"2022-08-03 08:56:59"
201411290CLE,2015,NBA,REG,NULL,IND,CLE,NBA,REG,17,a,0,1,0,97,109,240,35,89,7,22,20,26,15,48,26,2,1,7,23,41,78,7,16,20,32,9,44,20,4,6,9,20,"2022-08-03 08:56:59"
201411290MIL,2015,NBA,REG,NULL,HOU,MIL,NBA,REG,17,a,1,0,0,117,103,240,44,87,15,38,14,16,13,44,26,7,5,13,24,33,74,6,19,31,35,8,32,23,7,5,10,16,"2022-08-03 08:56:59"
201411290MIL,2015,NBA,REG,NULL,MIL,HOU,NBA,REG,18,h,0,1,0,103,117,240,33,74,6,19,31,35,8,32,23,7,5,10,16,44,87,15,38,14,16,13,44,26,7,5,13,24,"2022-08-03 08:56:59"
201411290PHI,2015,NBA,REG,NULL,DAL,PHI,NBA,REG,18,a,1,0,0,110,103,240,40,89,8,30,22,30,13,40,28,13,5,12,22,36,85,6,21,25,31,22,55,26,10,4,24,26,"2022-08-03 08:56:59"
201411290PHI,2015,NBA,REG,NULL,PHI,DAL,NBA,REG,16,h,0,1,0,103,110,240,36,85,6,21,25,31,22,55,26,10,4,24,26,40,89,8,30,22,30,13,40,28,13,5,12,22,"2022-08-03 08:56:59"
201411290UTA,2015,NBA,REG,NULL,LAC,UTA,NBA,REG,16,a,1,0,0,112,96,240,45,80,11,28,11,15,9,37,21,6,5,11,25,34,75,7,21,21,33,12,37,19,6,2,13,15,"2022-08-03 08:56:59"
201411290UTA,2015,NBA,REG,NULL,UTA,LAC,NBA,REG,17,h,0,1,0,96,112,240,34,75,7,21,21,33,12,37,19,6,2,13,15,45,80,11,28,11,15,9,37,21,6,5,11,25,"2022-08-03 08:56:59"
201411290WAS,2015,NBA,REG,NULL,NOH,WAS,NBA,REG,15,a,0,1,0,80,83,240,30,81,6,17,14,21,13,42,12,8,1,12,14,35,76,5,12,8,12,12,46,21,9,9,14,18,"2022-08-03 08:56:59"
201411290WAS,2015,NBA,REG,NULL,WAS,NOH,NBA,REG,15,h,1,0,0,83,80,240,35,76,5,12,8,12,12,46,21,9,9,14,18,30,81,6,17,14,21,13,42,12,8,1,12,14,"2022-08-03 08:56:59"
201411300BOS,2015,NBA,REG,NULL,BOS,SAS,NBA,REG,14,h,0,1,0,89,111,240,36,87,6,18,11,15,12,42,21,5,5,15,21,41,85,11,26,18,20,10,45,25,9,5,14,11,"2022-08-03 08:56:59"
201411300BOS,2015,NBA,REG,NULL,SAS,BOS,NBA,REG,16,a,1,0,0,111,89,240,41,85,11,26,18,20,10,45,25,9,5,14,11,36,87,6,18,11,15,12,42,21,5,5,15,21,"2022-08-03 08:56:59"
201411300BRK,2015,NBA,REG,NULL,CHI,NJN,NBA,REG,17,a,1,0,0,102,84,240,34,69,7,24,27,34,7,50,19,6,5,19,24,32,86,2,14,18,24,7,34,16,9,0,10,25,"2022-08-03 08:56:59"
201411300BRK,2015,NBA,REG,NULL,NJN,CHI,NBA,REG,15,h,0,1,0,84,102,240,32,86,2,14,18,24,7,34,16,9,0,10,25,34,69,7,24,27,34,7,50,19,6,5,19,24,"2022-08-03 08:56:59"
201411300DET,2015,NBA,REG,NULL,DET,GSW,NBA,REG,17,h,0,1,0,93,104,240,33,91,11,23,16,24,15,44,25,11,5,13,20,37,79,9,21,21,27,9,49,24,5,8,16,19,"2022-08-03 08:56:59"
201411300DET,2015,NBA,REG,NULL,GSW,DET,NBA,REG,16,a,1,0,0,104,93,240,37,79,9,21,21,27,9,49,24,5,8,16,19,33,91,11,23,16,24,15,44,25,11,5,13,20,"2022-08-03 08:56:59"
201411300LAL,2015,NBA,REG,NULL,LAL,TOR,NBA,REG,17,h,1,0,0,129,122,265,47,96,10,24,25,34,12,54,24,4,7,10,21,45,104,9,34,23,31,14,53,25,6,6,8,28,"2022-08-03 08:56:59"
201411300LAL,2015,NBA,REG,NULL,TOR,LAL,NBA,REG,17,a,0,1,0,122,129,265,45,104,9,34,23,31,14,53,25,6,6,8,28,47,96,10,24,25,34,12,54,24,4,7,10,21,"2022-08-03 08:56:59"
201411300NYK,2015,NBA,REG,NULL,MIA,NYK,NBA,REG,16,a,1,0,0,86,79,240,30,72,7,23,19,31,10,41,20,8,1,14,20,31,88,3,24,14,20,20,50,14,6,3,12,22,"2022-08-03 08:56:59"
201411300NYK,2015,NBA,REG,NULL,NYK,MIA,NBA,REG,18,h,0,1,0,79,86,240,31,88,3,24,14,20,20,50,14,6,3,12,22,30,72,7,23,19,31,10,41,20,8,1,14,20,"2022-08-03 08:56:59"
201411300PHO,2015,NBA,REG,NULL,ORL,PHO,NBA,REG,19,a,1,0,0,93,90,240,35,76,5,15,18,25,10,47,14,8,3,22,22,34,85,7,26,15,18,11,43,22,5,3,19,18,"2022-08-03 08:56:59"
201411300PHO,2015,NBA,REG,NULL,PHO,ORL,NBA,REG,18,h,0,1,0,90,93,240,34,85,7,26,15,18,11,43,22,5,3,19,18,35,76,5,15,18,25,10,47,14,8,3,22,22,"2022-08-03 08:56:59"
201411300POR,2015,NBA,REG,NULL,MIN,POR,NBA,REG,15,a,0,1,0,93,107,240,39,90,2,9,13,20,11,43,24,12,4,14,23,39,86,12,33,17,25,15,54,27,8,9,18,17,"2022-08-03 08:56:59"
201411300POR,2015,NBA,REG,NULL,POR,MIN,NBA,REG,17,h,1,0,0,107,93,240,39,86,12,33,17,25,15,54,27,8,9,18,17,39,90,2,9,13,20,11,43,24,12,4,14,23,"2022-08-03 08:56:59"
201411300SAC,2015,NBA,REG,NULL,MEM,SAC,NBA,REG,17,a,1,0,0,97,85,240,38,79,3,13,18,28,10,35,25,13,4,13,27,33,70,1,11,18,27,11,42,16,7,4,23,25,"2022-08-03 08:56:59"
201411300SAC,2015,NBA,REG,NULL,SAC,MEM,NBA,REG,17,h,0,1,0,85,97,240,33,70,1,11,18,27,11,42,16,7,4,23,25,38,79,3,13,18,28,10,35,25,13,4,13,27,"2022-08-03 08:56:59"
201412010LAC,2015,NBA,REG,NULL,LAC,MIN,NBA,REG,17,h,1,0,0,127,101,240,41,80,15,34,30,36,9,50,33,5,7,14,26,35,82,2,12,29,40,6,32,26,9,3,10,27,"2022-08-03 08:56:59"
201412010LAC,2015,NBA,REG,NULL,MIN,LAC,NBA,REG,16,a,0,1,0,101,127,240,35,82,2,12,29,40,6,32,26,9,3,10,27,41,80,15,34,30,36,9,50,33,5,7,14,26,"2022-08-03 08:56:59"
201412010PHI,2015,NBA,REG,NULL,PHI,SAS,NBA,REG,17,h,0,1,0,103,109,240,38,89,12,29,15,25,8,42,22,9,3,10,29,36,83,9,26,28,35,11,52,25,6,3,14,20,"2022-08-03 08:56:59"
201412010PHI,2015,NBA,REG,NULL,SAS,PHI,NBA,REG,17,a,1,0,0,109,103,240,36,83,9,26,28,35,11,52,25,6,3,14,20,38,89,12,29,15,25,8,42,22,9,3,10,29,"2022-08-03 08:56:59"
201412010UTA,2015,NBA,REG,NULL,DEN,UTA,NBA,REG,17,a,1,0,0,103,101,240,41,87,9,26,12,17,8,39,23,7,6,10,22,36,84,7,18,22,30,14,48,18,3,6,14,15,"2022-08-03 08:56:59"
201412010UTA,2015,NBA,REG,NULL,UTA,DEN,NBA,REG,18,h,0,1,0,101,103,240,36,84,7,18,22,30,14,48,18,3,6,14,15,41,87,9,26,12,17,8,39,23,7,6,10,22,"2022-08-03 08:56:59"
201412010WAS,2015,NBA,REG,NULL,MIA,WAS,NBA,REG,17,a,0,1,0,86,107,240,33,72,2,22,18,30,7,33,12,5,2,11,20,39,72,10,19,19,24,7,42,29,7,3,12,23,"2022-08-03 08:56:59"
201412010WAS,2015,NBA,REG,NULL,WAS,MIA,NBA,REG,16,h,1,0,0,107,86,240,39,72,10,19,19,24,7,42,29,7,3,12,23,33,72,2,22,18,30,7,33,12,5,2,11,20,"2022-08-03 08:56:59"
201412020ATL,2015,NBA,REG,NULL,ATL,BOS,NBA,REG,16,h,1,0,0,109,105,240,43,82,11,24,12,14,4,31,36,8,8,16,14,41,84,12,23,11,13,9,42,33,10,3,21,20,"2022-08-03 08:56:59"
201412020ATL,2015,NBA,REG,NULL,BOS,ATL,NBA,REG,15,a,0,1,0,105,109,240,41,84,12,23,11,13,9,42,33,10,3,21,20,43,82,11,24,12,14,4,31,36,8,8,16,14,"2022-08-03 08:56:59"
201412020CHI,2015,NBA,REG,NULL,CHI,DAL,NBA,REG,18,h,0,1,0,129,132,290,47,103,8,26,27,34,15,52,38,5,6,18,22,47,102,15,30,23,27,12,46,30,9,6,14,28,"2022-08-03 08:56:59"
201412020CHI,2015,NBA,REG,NULL,DAL,CHI,NBA,REG,19,a,1,0,0,132,129,290,47,102,15,30,23,27,12,46,30,9,6,14,28,47,103,8,26,27,34,15,52,38,5,6,18,22,"2022-08-03 08:56:59"
201412020CLE,2015,NBA,REG,NULL,CLE,MIL,NBA,REG,16,h,1,0,0,111,108,240,39,73,6,21,27,38,7,40,22,5,5,19,17,45,92,7,20,11,13,12,40,31,11,3,13,26,"2022-08-03 08:56:59"
201412020CLE,2015,NBA,REG,NULL,MIL,CLE,NBA,REG,19,a,0,1,0,108,111,240,45,92,7,20,11,13,12,40,31,11,3,13,26,39,73,6,21,27,38,7,40,22,5,5,19,17,"2022-08-03 08:56:59"
201412020DEN,2015,NBA,REG,NULL,DEN,POR,NBA,REG,18,h,0,1,0,103,105,240,41,81,7,20,14,19,7,41,21,8,2,14,19,43,86,5,22,14,17,4,37,26,7,5,12,19,"2022-08-03 08:56:59"
201412020DEN,2015,NBA,REG,NULL,POR,DEN,NBA,REG,18,a,1,0,0,105,103,240,43,86,5,22,14,17,4,37,26,7,5,12,19,41,81,7,20,14,19,7,41,21,8,2,14,19,"2022-08-03 08:56:59"
201412020DET,2015,NBA,REG,NULL,DET,LAL,NBA,REG,18,h,0,1,0,96,106,240,33,90,6,21,24,31,16,49,20,6,5,14,16,39,81,10,17,18,24,12,47,25,9,6,14,26,"2022-08-03 08:56:59"
201412020DET,2015,NBA,REG,NULL,LAL,DET,NBA,REG,18,a,1,0,0,106,96,240,39,81,10,17,18,24,12,47,25,9,6,14,26,33,90,6,21,24,31,16,49,20,6,5,14,16,"2022-08-03 08:56:59"
201412020GSW,2015,NBA,REG,NULL,GSW,ORL,NBA,REG,17,h,1,0,0,98,97,240,38,82,8,27,14,18,13,49,25,8,5,15,15,39,87,6,17,13,14,8,40,19,11,3,11,17,"2022-08-03 08:56:59"
201412020GSW,2015,NBA,REG,NULL,ORL,GSW,NBA,REG,20,a,0,1,0,97,98,240,39,87,6,17,13,14,8,40,19,11,3,11,17,38,82,8,27,14,18,13,49,25,8,5,15,15,"2022-08-03 08:56:59"
201412020NOP,2015,NBA,REG,NULL,NOH,OKC,NBA,REG,16,h,1,0,0,112,104,240,39,88,5,17,29,45,16,49,23,13,11,13,21,37,84,7,24,23,27,9,45,16,7,6,17,32,"2022-08-03 08:56:59"
201412020NOP,2015,NBA,REG,NULL,OKC,NOH,NBA,REG,18,a,0,1,0,104,112,240,37,84,7,24,23,27,9,45,16,7,6,17,32,39,88,5,17,29,45,16,49,23,13,11,13,21,"2022-08-03 08:56:59"
201412020NYK,2015,NBA,REG,NULL,NJN,NYK,NBA,REG,16,a,1,0,0,98,93,240,39,89,6,17,14,20,21,49,22,7,5,14,20,35,81,11,28,12,14,13,40,22,8,3,14,21,"2022-08-03 08:56:59"
201412020NYK,2015,NBA,REG,NULL,NYK,NJN,NBA,REG,19,h,0,1,0,93,98,240,35,81,11,28,12,14,13,40,22,8,3,14,21,39,89,6,17,14,20,21,49,22,7,5,14,20,"2022-08-03 08:56:59"
201412020PHO,2015,NBA,REG,NULL,IND,PHO,NBA,REG,18,a,0,1,0,99,116,240,41,85,4,13,13,17,8,41,20,8,3,19,24,43,86,12,25,18,26,9,44,18,13,5,12,19,"2022-08-03 08:56:59"
201412020PHO,2015,NBA,REG,NULL,PHO,IND,NBA,REG,19,h,1,0,0,116,99,240,43,86,12,25,18,26,9,44,18,13,5,12,19,41,85,4,13,13,17,8,41,20,8,3,19,24,"2022-08-03 08:56:59"
